#Energy / keV; Transmission factor
12.455244169417199; 0.8276784711891998
12.554005332584492; 0.8175542863023566
12.63690424439373; 0.8075927603627563
12.869524675150716; 0.7960237038472113
13.074426049265906; 0.7833664195401648
13.285087746502628; 0.7704310083135091
13.355222748608844; 0.7587505902225827
13.58572874552337; 0.7469270348653189
13.802033120283147; 0.7346034246447182
13.911473354973994; 0.724479239757875
14.003336148738885; 0.7141284273840881
14.245028333126488; 0.7020036384765607
14.38067902615139; 0.6905998220720777
14.58658094895627; 0.6786729973487293
14.818820332735111; 0.6647991929348496
15.054757302093925; 0.6504040227608985
15.198118776258346; 0.6388055631393221
15.450550781015885; 0.6255085021819984
15.678845581257317; 0.6120174237442648
15.785347134016348; 0.6004477089015842
16.03667260253895; 0.5899036938086939
16.18938453132389; 0.5784442650564698
16.421183419120865; 0.5689018197425146
16.532727443405925; 0.5566647567269427
16.814913639985253; 0.5430338652490024
16.975036500753; 0.5313241809319442
17.21808431851126; 0.5195294355344805
17.382046440294882; 0.508153425303868
17.67075222647196; 0.4950510075636376
17.952096060393394; 0.47961310586954364
18.196810463295456; 0.46823568773139335
18.365257066558677; 0.4566187819138364
18.63311484038427; 0.4437997511922106
18.929780873607168; 0.42801427232473566
19.11004291551149; 0.41644361887702974
19.409191857109047; 0.4058301796027296
19.511657398756444; 0.39447416687362546
19.87082844738529; 0.38378563919731223
20.005804844294577; 0.3720490873114086
20.244223461184315; 0.3627507672982171
20.48548342523912; 0.353355125676479
20.62463498346454; 0.3415073490950936
20.97666324508946; 0.32829355022521045
21.366819763751806; 0.3173964110639641
21.649938067575242; 0.3044156339277587
21.764233018496306; 0.2953304587314102
22.081664949028422; 0.2841334548188953
22.611116365258923; 0.27001360878565883
22.880583708967162; 0.26222377370494054
23.06201034583656; 0.25248887525228425
23.42919077627194; 0.24275123920163766
23.802217248161366; 0.22308679907923135
24.181182838907198; 0.21243155929085922
24.56618210783822; 0.20224902445828508
24.990184942065817; 0.19390587519714242
25.72930387059703; 0.1843258139831857
26.20292950182001; 0.17118107428164708
26.977917010822537; 0.1601180171279316
27.65595198161924; 0.1484539920344934
28.31905791034656; 0.1392002264285901
28.998063109979675; 0.12945985277995353
29.693348796858814; 0.12101710057860582
30.439630612325093; 0.11169342845259933
31.381205369987466; 0.10202022372607589
32.38842826468756; 0.09312867655423263
33.42797936181475; 0.08362886932897262
34.56150244777243; 0.07500705160353882
35.76931849262814; 0.06881599547598438
36.58565593425659; 0.06157856856111765
37.830996368236555; 0.05799850738006773
39.45857972223194; 0.05162556176573885
41.047977569050154; 0.04577257726298867
42.70139661311508; 0.04030887919442527
44.42141563840139; 0.03542911077714184
46.21071730271123; 0.030938628794044964
48.07209232172831; 0.02683743324513488
50.00844382160636; 0.024098740215877656
52.022791866880986; 0.021749333620807665
54.118278170766075; 0.018815997374457494
56.298170995181685; 0.017634450081946973
58.56587024815632; 0.01762076209199681
60.92491278655282; 0.016633858016579905
62.38570758771564; 0.01565242913714293
23.538735833137665; 0.23314029457900998
10.013398295880842; 0.9673611695840778
0.5626237475570914; 0.9240132102126545
0.567708562959648; 0.9151409120535394
0.5780164739490287; 0.8951790208350875
0.5832404039420819; 0.8863067226759724
0.5938303272962459; 0.8907350753599595
