#Energy / keV; Transmission factor
-10;0
-1;0
-0.3;0
-0.2;0
-0.1;0
-0.00005;0
-0.00002;0
-0.00001;0
0;0
0.10176236945811301; 0.24317670755592635
0.10586137383288823; 0.25013773484515356
0.10971208728826382; 0.2565671140866207
0.11426015315111447; 0.26483927482464487
0.11886257023439288; 0.2704702401304011
0.12365037340743465; 0.2751279893506907
0.12863103005132587; 0.2782285928342336
0.13394447996943612; 0.2805502812496544
0.13717540803326292; 0.292776736073015
0.13938564687407598; 0.304542475967965
0.14160486718697374; 0.31556678307394015
0.1438594206845116; 0.3265910901799154
0.14614986992189394; 0.336966586562246
0.14847678641101456; 0.3476664883063989
0.15084075076305994; 0.35787978200781856
0.15324235283338328; 0.36906629179470474
0.15547739671744032; 0.3791827201539093
0.15816087665653472; 0.38900627115481057
0.15962496084291808; 0.39905964350697753
0.16320657371823089; 0.4092243774345259
0.16580505750559785; 0.42187071134961207
0.16988701667209874; 0.4347767042613586
0.17251614975849994; 0.4478557307476516
0.17661934827023656; 0.45924811442148084
0.17946512762079847; 0.471685836851634
0.18373360361909263; 0.4830087050907871
0.18669401141305375; 0.49421832150832745
0.18867041498216122; 0.5047578456368961
0.19370344654327715; 0.5148052865267512
0.19730624368375707; 0.5248554650145962
0.19939499179770173; 0.5349083811004315
0.2033711776748859; 0.5459313194074117
0.20871785874779838; 0.5588753671039168
0.21290397460152594; 0.5690455436369931
0.2162937126106283; 0.579161515729866
0.2200847921720478; 0.5902501563886076
0.2238833708539818; 0.5989382886231309
0.22917598517949914; 0.6095544654954212
0.234439365978358; 0.6240637348427438
0.2400605116041041; 0.6363829257980178
0.24581643526942554; 0.6467556845823584
0.24973018706975875; 0.6585261240205247
0.25571796025284066; 0.6694503719199629
0.26184930209341134; 0.6801475360661259
0.2681276549328527; 0.6914935109359333
0.2745565436494623; 0.7021906750820961
0.2811395776374386; 0.7138610553137255
0.2878804528333162; 0.7256936382262662
0.29478295379098896; 0.7359041943296957
0.30185095580648535; 0.7459525477522141
0.30908842709369033; 0.7560009011747325
0.31649943101223377; 0.7658870519163399
0.3240881283487971; 0.7759354053388583
0.3318587796531188; 0.7856593533995544
0.34019937384652815; 0.7958926902291156
0.3503271081093661; 0.8054756519933237
0.3595372987552152; 0.8163110648379845
0.3702407229802524; 0.825615964863488
0.3799744477322649; 0.8367294394468536
0.39172801836845167; 0.845738507789556
0.4043010672346226; 0.8557030222736288
0.4172776653757462; 0.8645726686615516
0.4314273051681605; 0.8745636085706674
0.4475130436628209; 0.884360320247782
0.46344262711516143; 0.8939413265848543
0.48048105179874684; 0.9014364787962138
0.5003991804520719; 0.9105428247503523
0.5205553387719828; 0.9179255790099485
0.542950921377628; 0.9227121778423035
0.5723051596945593; 0.9033222927259386
0.6066306877361407; 0.894855977627605
0.6280962226495902; 0.9025485519352874
0.6554059959199054; 0.9125903655403852
0.6809089586404947; 0.9203628625004996
0.7083360794431393; 0.9265777574575358
0.7368679690199016; 0.932208722763292
0.7665491276321481; 0.9380343312861416
0.7974258480188295; 0.9421081508551512
0.8295462875977593; 0.9473498297267207
0.862960543575175; 0.9514236492957303
0.897720731080725; 0.9551081824305532
0.9338810644497404; 0.9587927155653762
0.971497941779576; 0.9620879622660125
1.0093005800626733; 0.9633723519896826
1.05133837083805; 0.967510596364725
1.0936864470904222; 0.9698326269798946
1.1377403105679353; 0.9715707279437843
1.1835686706504482; 0.9736981153418606
1.2312430043425313; 0.9746576434373769
1.2808376677538305; 0.9748385986645199
1.3324300120698787; 0.9765766996284095
1.386100504194223; 0.9781201573752059
1.441932852250042; 0.9784957558194423
1.5000141361369892; 0.9784820678294919
1.5604349433468783; 0.9784683798395416
1.6232895102500577; 0.977092189329938
1.6297125642717445; 0.96726133806773
1.6297125642717445; 0.9575291772130635
1.6343160142438065; 0.9460581527779246
1.7020658589255737; 0.9478792811779985
1.7706253415618665; 0.9503959550102614
1.8419464110278967; 0.953301915276711
1.916140304478979; 0.9554293026747873
1.9933227397206756; 0.9575566900728636
2.0736140956901057; 0.9589055046025666
2.1571396002070578; 0.961032892000643
2.244029525287754; 0.9625763497474392
2.3344193903258854; 0.9643144507113289
2.4284501734578026; 0.9656632652410319
2.526268531441542; 0.9666227933365482
2.6280270283926006; 0.9683608943004378
2.7338843737332352; 0.9693204223959542
2.844005669726396; 0.9704745937085639
2.9585626689803526; 0.9708501921528002
3.0777340423256745; 0.9723936498995965
3.2017056574822993; 0.9743263940805795
3.3306708689514015; 0.9743127060906293
3.464830819584112; 0.9742990181006789
3.6043947542974983; 0.9746746165449153
3.7495803464270483; 0.9762180742917116
3.900614037224725; 0.9762043863017613
4.057731389032018; 0.9763853415289043
4.221177452678867; 0.9777341560586073
4.391207149681501; 0.9781097545028437
4.56808566983524; 0.9780960665128933
4.752088884822386; 0.978082378522943
4.943503778480353; 0.9780686905329927
5.142628894401027; 0.9780550025430425
5.349774801559486; 0.9780413145530921
5.565264578698379; 0.9780276265631418
5.7894343182233206; 0.9780139385731915
6.022633650395314; 0.9780002505832412
6.265226288637687; 0.9783758490274775
6.517590596808137; 0.9789460906888072
6.780120179320536; 0.978932402698857
7.053224495036926; 0.9785294282747199
7.337329495887247; 0.9779318106334897
7.632878291212707; 0.9779181226435394
7.940331838869003; 0.977904434653589
8.26016966416736; 0.9778907466636387
8.592890607774555; 0.9778770586736885
8.939013603738514; 0.9768901545982716
9.299078488852862; 0.9751246776544813
9.673646844622873; 0.9718344955101266
10.291035010634207; 0.9606210660096715
10.468654308272328; 0.9521157140676176
10.719660917707644; 0.9422780188104344
10.876007463752515; 0.9304322041742752
11.078296319678934; 0.920207047548232
11.254678757729703; 0.9099828034548522
11.433869458310637; 0.8997585593614723
11.600632755345696; 0.8886264365213219
11.769828299603734; 0.8767157408127982
11.957220923073766; 0.8629230377393741
12.16359794733474; 0.8506545836001826
12.260046564900001; 0.8395571826278728
